,labels,comments
1270,ham,"Very good video, keep up the good work"
1271,ham,Are EU people too lazy?
1272,ham,What about counting the number of beatings in 10 seconds? I do not expect that a 500 euro replica will mount an high-beat movement.
1273,ham,They eventually will improve this imperfections & only add extra $100/200 for those extra detailed.People still will buy it either they know or not. Probably in the next 5 years we cant tell the different anymore.They re getting closer.Scary
1274,ham,😱
1275,ham,"No body know which one is real yah fake patek phillippe nautilus, thanks for explained"
1276,ham,These videos don’t help anyone except for the replica / clone makers will do better next version.  Soon will high end watches loose so much value if they don’t come up with something that guarantees its value..
1277,ham,"Hell I want he replica!!!! Lots cheaper man, don’t be stupid🤪"
1278,ham,"I have a €1,200 replica of this watch and the differences you highlight are either not there are as good as impossible to distinguish on mine. Even came with a 1 yr guarantee. All from a German guy in Dubai who sources the best possible"
1279,ham,I need to buy this replica 😉
1280,ham,No one looks at a watch with a microscope
1281,ham,The one with the teal blue shadows on the dial.
1282,ham,Where can I get that replica
1283,ham,that meat if you want to compare it you should have the real one too..
1284,ham,"I bought a fake Chanel 200 € in 2007, and he still works ! 
I show it to a watch saler he said he doesn't see the différent between a fake and a real."
1285,ham,Does it have hacking seconds?
1286,ham,One more thing about the movement - on the fake there is a regulator for the balance spring. On the original the balance is free sprung.
1287,ham,I have a question is there any model of rolex or AP or PATEK without any milligram of gold so no gold not in the movment or hourmarkers if so can you sum them up the only high end option is omega i think they use rodium on the hour markers if im wrong can you help me thx👍👍
1288,ham,where buy this clone watch ?
1289,ham,PM me where to get the rep model babe
1290,ham,But where is the link? Lmao
1291,ham,Where do you buy those can u tell us i would like to buy one
1292,ham,Ok where can I buy one...hha
1293,ham,One is a 100 times more expensive. Should it be?
1294,ham,Is it wierd that the new noob relica 5711a has all these Problemen reworked and they say they are the same now as the authentic😂
1295,ham,"Those ""genuine vs fake"" watch videos are great!! They are showing everyone that they dont need to spend a fortune to own cool watches! Please, bring more cool fake watches! You are doing a great marketing for the counterfeit industry!"
1296,ham,The protruded crown is the easiest tell
1297,ham,Where we can get the replica
1298,ham,Always look at the balance. Rolex and Patek use high-end free-sprung balance assemblies. The fakes always have a regulator or a beat corrector because there are no clone movements (yet) that I’ve seen made with free-sprung balances.
1299,ham,I only buy from AD nothing more nothing less atleast  I have a Peace of mind that  I definitely owned a real piece.
1300,ham,Where can I buy the replica?
1301,ham,Where can i buy that perfect replica? Where‘s the link....
1302,ham,"Stop glorifying this trash
thank you"
1303,ham,Don’t be shocked. EU outsources watch making to other countries. They have parallel factories one for legit and one for fake. Your design is already leak out.
1304,ham,"There are dust specs on the disk of the replica, something PP would never Let happen"
1305,ham,Send me the link to purchase the replica watch
1306,ham,Can you faked Zaratsu?
1307,ham,I think the left one is right... due to the dial
1308,ham,"At 3:20 and at 3:22 you’ve repeated yourself “we are going to talk about the movement in a minute” overall good review, thank you 🙏"
1309,ham,"Thanks for sharing Jenni! Fake or not, this watch isn't pretty at all. It looks like they failed to make it round enough. Very odd."
1310,ham,"Hi Jenni, great vid again, but please consider cleaning the watches better before you do super Macro shots, same goes for hand and fingernails shown in the vids. Maybe blasting the watches with compressed air after thoroughly cleaning them would help a lot."
1311,ham,Where did you buy it? I want a Cartier santos.
1312,ham,"Amazing fake worth the money,you save me a lot of money jaja"
1313,ham,This only proves brand name watchmakers are making colossal profit margins
1314,ham,"The worse is they could totally use another brand name on the dial and sell these as amazing homages... But they wouldn't sell as well as pure replicas because people just badly want to fake wealth, which is insanely sad when you think about it for a minute."
1315,ham,The replica isn't free sprung. The rep has a regulator.
1316,ham,should have talk a lot more about the bracelet differences
1317,ham,"The real is not bad if you can afford it, the replicas are just for fashion and to tell time. No big deal!"
1318,ham,"would people buy a $3000 fake PP if China make a real 1:1 ? if people would, I am sure china will even beat PP at it's own game"
1319,ham,"I say this for all super replica, why not just make your own watch??? This fake is really well done, and if it were sold as a homage watch with it's own brand it would be a fantastic alternative. But because it's a fake it loses all credibility. They made a very beautiful watch that would be a perfect homage"
1320,ham,Left is real
1321,ham,"Can u tell me where can I buy the fake one,, an exact address would help please,,,"
1322,ham,If u don't own an original high end watch it’s literally impossible to find out the difference 😁
1323,spam,Channel reported to Archie Luxury..
1324,ham,Same as handbags etc
1325,ham,"I think fake version 2.0 will be better 
They will thank you for identifying the loop holes in the first version"
1326,ham,Were you not a little bit afraid to mix up the replica and the real one and to put them in incorrect boxes?
1327,ham,"Hi Jenni,
Your channel it’s one of the bests atm, thanks for that.
So as fakes goes you’re right, it’s being more and more difficult. But only because people tend to buy them more and more. Obviously everyone wants to own a PP or a Rolex, but not everyone is as lucky to be able to afford it. So here’s my suggestion, tell us from your experience what are the best watches people can buy from $600-1400. Seiko, Steinhart, Certina, Hamilton etc etc. I think is valid and educational to show these initial brands and way lower budgets that are actual the budget the “fake supporters” will pay for a watch, the advise will not put out the addicts that collect replicas like if they were the real deal, but it can help the people looking for a good watch with a very low budget. Cheers..."
1328,ham,Imagine accidentally throwing away the authentic one instead of the fake
1329,ham,the fake have two regulate arms in the balance bridge the real got only fine regulator
1330,ham,Where can I buy the fake Patek Philippe?
1331,ham,From Where do you get the fake???
1332,ham,i have to agree on most things but claiming the workhorse Japanese miyota 8000 series movement is not really using it's jewels is plainly wrong and an insult to the almost legendary longevity this movement is capable off. #Justsaying :)
1333,spam,why are you stealing videos original  video watchvice
1334,ham,"So one is genuine PP being sold by a scalper at multiple of official price, probably in cahoots with an AD, the other one in a copy being sold at cheap watch price and everyone looking at PP for 500 bucks would know it is not genuine. I am not sure what is more fake here."
1335,ham,I think the one on the left is real. The brushing looks better but  I'm not great with patek Philippe  watches better with spotting a fake rolex
1336,ham,I have replica the same quality if not better. It has cost 60€. I bought 2 and sold the second for 120€ so it was basically for free :D Just had to pay to make the wristband smaller.
1337,ham,"A pretty big givaway is also the bracelet fit. You can see that bracelet on a fake has some gap in width in comparison with the case (case is wider than the bracelet), while the real one is fit impeccably.
Also, I have no idea where they sourced the red jewels, it's the first time I see something like that. It looks off not only for a Patek Philippe, but also for any other mechanical watch."
1338,ham,Where can we buy the fake?
1339,ham,What about a timegrapher ? Would this be the easiest way to spot a fake ?
1340,ham,"Replica on the right.  Crown is too exposed and the dial blue looks wrong, plus the bracelet just looks off for some reason"
1341,ham,I’m pretty sure even a authorised dealer could possible make a mistake and sell a clone version ..
1342,ham,Why would it shock you? Do you not realize these Swiss timepieces are so overpriced it's ridiculous.  That Nautilus probably cost Patek a couple grand to make.
1343,ham,"Whilst I am hardly an expert in this field, what I believe happens is that the lathes / bar turning and CNC machines used by most of the big prestige names in watchmaking are broadly similar...and are also available to counterfeiters. Where the difference lies is in the skillset and the sheer number of hours put in to hand finish a watch - simply to iron out any imperfections in finish, the cut, the lines, the polish etc. That is in large part what you are paying for with a Patek Phillipe. It's a huge price to pay for authenticity, but one that many are willing to do..."
1344,ham,"If you can fake a 60,000 euro watch that well for a fraction of the cost, it should make you pause and think about what you're buying and whether it's the watch that is valuable or the name."
1345,ham,Ugly watch! I wouldn't pay $100 for it.
1346,ham,"Authentic on the left looking at the screen. The crown is recessed on the real model. At this point, I'd be more impressed if you wore the fake, you saved yourself some money. If they threw a spring drive in the fake, would it be that much different than the original? On a serious note always buy the seller not the watch."
1347,ham,"I want buy one fake, just because it's beautiful and cheap .I like the design"
1348,ham,It's close enough.  I wouldn't be able to tell the difference nor would I buy a real one.  Hell... $500... I'll wear a fake!
1349,ham,"In my opinion, A.P., Patek, Rolex, and Vacheron have made it so very difficult to purchase a watch from them; that unfortunately, people are forced to purchase from Resellers or Scalpers. I have never had that problem with A. Lange & Söhne or F.P. Journe; they have the nicest boutique staff, very welcoming. They don't act like you have to be a V.I.P client to purchase one of their watches. A.P. boutiques, especially, will let you know ""Sorry we can't sell this, can't even put your name down on a waiting list. Not possible"". Hence why something like the Royal Oak Open Work will jump from $50K to $100K; impossible."
1350,ham,Ich lache mich gerade schlapp 😹. Da macht die Jenni seit 4 Monaten Uhren-Youtube und zieht mal eben deutlich an allen deutschen Kanälen vorbei. Da dürfte selbst ihr Mann überrascht sein :-)
1351,ham,Jenni which website sells the fake watch? Warn us for this website please. So that we never buy accidentally this fake watch on that website.
1352,ham,"right one is fake.
the crown is sticking out too far and the datewheel is bad"
1353,ham,I wear that Fake Patek anytime.
1354,ham,fake‘s crown sticks out too much. took one second to catch the “super replica“ ...
1355,ham,"I would wear the replica ... No issues , no shame."
1356,ham,Geez this type of fakes scares the crap out of me!
1357,ham,"Difference....99% of the population won't know it's a replica, 90% of the population dont even know what a Patek Philippe is or it's going price."
1358,ham,We would like to see the differences between a real & fake Audemars
1359,ham,"China should be held accountable for everything. They steal and copy, it's not right."
1360,ham,left is real and right it fake
1361,ham,"You're impressed with the fake rep Jenny . However although  the Nautilus reps are popular with replica collectors ( yes they exist ) they are aware of the flaws themselves and put up with them. There are much ' better ' replicated watches made in different luxury brands , of course these still have flaws ( often very hard to find without the genuine watch to compare ,being very OCD, a loupe , and an expert on reps/gen without opening up the case    ) . The Nautilus is always going to be easy to tell due to the open case back ! No way they are going to replicate the finishing on a gen PP . You missed one easy tell on the watch the PP logo on the rotor is laser etched on the gen it is engraved . Also I don't  think that is the ' best ' Nautilus rep you can buy at $500 it looks like the second best . The movement looks like a modified Miyota 9015 with decorated bridges, plates etc hence the rattle ( Miyota's have unidirectional  wind) . The best version is $600 and has a 324 clone movement of the PP genuine . It also dresses some of the flaws you point out such as the crown height . Also buy the white dial version the faker's have that spot on 😂"
1362,ham,I still cannot believe that it is a fake it will be getting scarrier to buy from gray market in the future
1363,ham,"I'll never have to worry about buying a fake 60 or 80 thousand dollar watch, since there is no way, I could justify, spending that kind of money on a watch, even Bill Gates wears a 45 dollar Casio. Stainless steel is not very rare."
1364,ham,I think the one on the right is a fake.
1365,ham,The real watch is overrated while the fake is underrated
1366,ham,"That's why only buy skeletonized watches they are much harder to fake. eg. AP Millenary, RMille, Arnold&Sons. The only remaining semi/covered dials that currently cant be faked are Lange1s and Freaks. Panerais Rolexes Pateks etc can all be replicated easily in China with miyota/eta movement lol."
1367,ham,ok there is one think that fake watches have not done anything about it and that's the thickness of the case. If they use a thinner movement and work on that colour of the dial noooobody can notice if it's fake
1368,ham,Where can you buy these top-end watches please
1369,ham,"£500 fake watch , I can only afford a Seiko automatic at half that price , but I'm happy with it though . Anyway those watches both look the same to me , and anyway spending that much money  is far too silly for a watch ."
1370,ham,Where can I get the best replica like this?
1371,ham,Might get hate for this but I own a $700 Roger Dubuis Excalibur replica. Not ashamed to say it. I absolutely love it. Even if I had the money to afford a genuine I don’t think I’d buy it. After seeing the quality of the replicas I just can’t justify spending the money on a genuine. Unless it’s a FREAK.
1372,ham,The authentic one actually steals from u more than the fake
1373,ham,the Chinese should just make their own designs and original unique movements they make all this effort to make fakes they can easily put the the Swiss to shame the Swiss are living on borrowed time very little justifies paying $30K for a Stainless steel Daytona when the   Chinese could make an exact copy for no more than $3K if they wanted to only the serial numbers would give it away ..
1374,ham,"Nice video Jenni, there is a hacker quote that says whatever a human mind makes another can copy it. There is no way I can see this Patek Philippe Nautilus is fake without a real watch to compare it. I f the Chinese counterfeiter had invested a $1000 more they could have got this fake 90 % real. It is a lucrative scam because the Patek Philippe Nautilus cost up to $100,000 in the second hand US market. To avoid scam there is a saying that says buy the dealer, not the watch."
1375,ham,Link to buy the fake one plz
1376,ham,I prefer the replica because of the better cost x benefit.
1377,ham,"This shows how much of the price is simply there to make the watch too expensive for the poor. Meaning you aren't buying a good watch, you;re buying a wealth status signifier."
1378,ham,"A watch with Geneva seal is easy to spot the difference between real and fake by the movement alone, the fake one can never reproduce the same level of finish."
1379,ham,this is not a high end replica I recon. Chinese PPF finishing is better this piece. 200-300 euro will be enough.
1380,ham,This only shows how overestimated luxury watches are.
1381,ham,"Don't say replica, it's fake and there is huge difference between those two things."
1382,ham,"Anyone who buys a 50K watch to impress others is going to fail all day long.  You buy it because you love watches, want to own something exclusive that will appreciate in value ...would rather invest in something that you can wear that goes up in value rather than a stock or bond that will sit in a safe and likely not do as well as a Daytona or Nautilus will.   You buy a fake and it doesn't impress folks (they have no clue what a Nautilus is) and you know that you are wearing a fake so it's like hanging a fake Picasso in your study and trying to fool people.  Really?  Why bother?"
1383,ham,"Seeing this makes wonder how they can fetch such high prices for their watches. The replica is quite lovely, though I hate that purple dial!"
1384,ham,The reason it's such a popular choice to replicate is because for what it costs you're not getting a lot so making fakes is more profitable and easy. It's a time only automatic in steel. Sure finishing is great but at the price that's the least you could ask for. Nobody would try to replicate a datograph because of the difficulty in making them. It's almost like the fakers are telling us which watches are hype and which ones are worth their price.
1385,ham,Guys dont kidding yourself. The fake is really good. Nobody absolutely nobody will look so close at your clock to see if its original or not. But if you want to know for yourself that its original or not than its OK to look so close and find the mistakes.
1386,ham,"I don't want to ruin the good video, but posting it to consult someone that is willing to pay 60k EURO for a watch is a joke. (How many of the 800k viewers can afford that at all?) This particular person would not care about any videos if they're willing to pay the full price. They will go to a retail store and buy right away with respective guarantee and will not try to save 1-2k buying it from someone at the street.. And if somebody  thinks that 500 Euro for a PATEK or 600 USD for Rolex is adequate and buys the watch.. then i'm really sorry to say it, but they are plain stupid."
1387,ham,"In my opinion, buying real or replica is depending on personal preference.  People who can afford to buy this kind of high-end watch and accept its value for quality and investment purpose, that’s fine.  If putting replica and be able to joke about it with other people, that’s fine too.  If putting on replica to impress other people, I would not do that because replica is replica (Fake) not real.  For myself, I like to be real myself with other people by putting real affordable watch.  That’s why I have Seiko, Orient, Citizen, Universal, Casio watches to enjoy with my different daily activities like clothing fashion."
1388,ham,I wouldn't give a you £60 for any of them both horrible looking  watches
1389,ham,Replica value is actual money wer proper value is lablled not original
1390,ham,"I would buy the fake over real anytime, simply because 95% of the people cant afford a real one like me."
1391,ham,If replicas are getting better and better than shouldn't we just buy a replica and save money!
1392,ham,Original left. Fake right.
1393,ham,My Spongebob watch is better
1394,ham,"Patek Philippe is making me laugh, i wouldn't change with my (Seiko Astron GPS sse041j )"
1395,ham,"My advice is buy only what you can afford as out there are no cheaper opportunities. How many people are winning jackpot in a multimillion lottery in one year? Handful only,  and that out of tens or even hundreds of million loosers. If you want something than buy from verified official dealer no matter what is the price. Only idiots believe that hopes become true. Live as your pocket allow you and not one iota more."
1396,ham,Where can we find a good replica like this ?
1397,ham,Left authentic. Right fake. Dial color
1398,ham,"they sale the fake as fake. So if there are tiny difference, nobody care."
1399,ham,"I always wanted to do this. One day, I'm going to make a watch called ""Ammonites""."
1400,ham,"You should do voice acting for cockpit voice information systems. ""Let's get staaaaated!"" lol!"
1401,spam,3:21 Jenni editing error?
1402,ham,"Excellent video is always, amazing how close these are, But I cant bring myself to buy a fake, I will never afford a real one but still nice to look and as alwasys great info in the video!!!  Hi Jenni, Check your export edited file there is a double replay of video/audio at 3min 20sec just FYI"
1403,ham,"if the rep is so good, try handing it back & keep the real one..  :)"
1404,ham,"Not knowing much or having ever seen one, I think the left is real since the crown is tucked further into the guards."
1405,ham,"Thank you, Jenni, another awesome video. I look forward to the next one."
1406,ham,Another great one Jenni! 🤙🏻
1407,ham,"Out of the 15k views, about 1500 are dying to ask where you can get one.
On certain other vlogs that number would rise to about 14k.
What I don't get is the point of this comparison. Doesn't do PP any favours to reveal that you need a loupe to tell the difference."
1408,ham,Outstanding video. Thank you!
1409,ham,the only authentic: Beautiful Annie
1410,ham,"What level of magnification do you use for your macro shots? Looking to buy a magnifying glass or a loupe but unsure of which one to get. 
Just one recommendation/request. Maybe make these real vs fake videos after a full video/review of the original watch. Hoping to see a full video on the Nautilus from ya!"
1411,ham,once I saw a clone of double the price of the video we took it with several watchmakers and none said it was clone
1412,ham,"Love your channel! 
Can you do a similar video with the omega aqua terra??"
1413,ham,Wow. Thanks for the great comparison. Another brilliant video.
1414,ham,You are the best watch reviewer on YouTube 👍
1415,ham,Came from today’s live!
1416,ham,"say 'definitely' one more time, I dare you"
1417,ham,just look at the finish of the hands and the escapement wheel.
1418,ham,I love your voice! Your English is beautiful ❤️.
1419,ham,"Hi Jenni, I think you should update the Instagram photo inviting people to follow you with your current number of posts and followers.
Thinking you only have 3 posts might not draw people in like it should.
Thanks for the content, keep it coming."
1420,ham,"1:04
Fake on the right. The lateral edge of the integrated bracelet does not quite meet the lateral edge of the case."
1421,ham,Please make a video highlighting the incrongruencies between an authentic and replica F-91W.
1422,ham,"Great review Jenni.  However, look at the smudge on the minute hand on the real watch at 4:40 - 4:43.  Far from perfection I'd suggest."
1423,ham,BB58 comparison would be lovely! Thanks 👌
1424,ham,"These fakes have gotten scary good. Take a Rolex Explorer or similarly simple watch, it would be very hard to tell them already especially with full clone movements. Great video as always."
1425,ham,"Wouldnt buying the real one be the 60,000 Euro mistake?"
1426,ham,"Jenni love to see your videos! I joined your channel when you had only 2 vids up and was super impressed with the attention to detail and quality! IMO there’s a place for replica watches just like there’s is a place for replica cars, especially for someone like me who’s 25 and will likely never see one of these watches outside of a storefront window, it gives us a chance to experience a taste of the design. And honestly if you COULD afford a watch like this wouldn’t you be worried about wear and tear, I mean stainless is pretty soft especially with how incredibly fine the brushing on the watch is. I feel like as long as you don’t pass the replica off as anything but a replica, who cares? Even if you don’t have these side by side and the one you’re holding is a fake, you should really know what you’re doing before dropping 60k on a watch. Kind of obvious in this example. Although I understand where it would be much harder with less expensive watches like Rolex or omega."
1427,ham,Great Video Jenni try to get hold of the new Submariner date its unbelievably a 1:1 clone.
1428,ham,thank you for such detailed video; at the same time it's a bit disheartening to see how these replica watches just get so good
1429,ham,Great lesson
1430,ham,What's Shocking the real one..lol
1431,ham,"Honestly, even with your tips... there's no way I'll be able to spot a superfake"
1432,ham,Nice video ! which lens are you using for those hyperclose shots?
1433,ham,Can somebody make me a fake Ferrari or Lambo to go with that fake PP? I’ll pay full Camry sticker price for it! Thanks!
1434,ham,"Great video Jenni, very informative 👍👌😊"
1435,ham,Left?
1436,ham,Nice review Jenni....
1437,ham,How much do they charge you for the bought/fake subscribers?
1438,ham,How many definitely's???
1439,ham,on the left is real?
1440,ham,"You forgot to include the link for buying the fake. 😉
Actually in 5 years time it will probably be virtually impossible to tell the difference if these replicas keep improving at the rate they are doing so at the moment. Crazy"
1441,ham,link for the replica?
1442,ham,Looks to me like the left one is the real one! But damn it’s impossible to tell if someone is wearing it on their wrist and moving.
1443,ham,Horology House gonna start selling 5711 knockoffs soon.
1444,ham,No matter how rich I get. It's a Casio that will be on my wrist
1445,ham,Finally i can clout chase on social media without having to spend $60k euro.
1446,ham,Holy crap that's scary.😬
1447,ham,I cant even buy a fake Patek :D
1448,ham,What do you think about Braun?
1449,ham,Am I the only one that cant even afford the replica?
1450,ham,But you will always know.
1451,ham,Hey I've been living in Bangkok for 5 years now and year on year the fakes here get better and for under 50$ never mind 500$......I think because of all the great fakes in the market  the only way to buy second hard watches is  at ADs or companys that have been around for years with great views .....them good old days on buying off YouTube is now too risky. .again great video jennie........I would love to hear your top 5  luxury watches with the best lume !!!!
1452,ham,"Hey Jenni, where did youg et the replica? I want to get it to compare it to my original. Thanks for all the great videos!"
1453,ham,Authentic on the left?
1454,ham,"#8. Many 5711 replicas also have adjustable bracelet links held together with screws instead of pins, which is ironically an upgrade."
1455,ham,Incredibile dove sono arrivati adesso!
1456,ham,"Jenni Jenni, who can I turn to?"
1457,ham,"I have tried to obtain a bad replica of a Rolex for some time, to make an article on my FB and instagram page.
But it's easier to get AAA or better fakes, than a Sh..ty fake.
It's getting harder and harder, to be a watch collector, trading on line.
Great video. :-)"
1458,ham,It’s a shame some of these rip off brands don’t take their skills and just make a high quality 500 dollar watch. The finishing on the watch is actually good.
1459,ham,"This is the only watch I love that I probably will never justify purchasing due to its price, making it the only watch I consider buying a replica of."
1460,ham,How do I get a replica?
1461,ham,"The clones are getting better and better, wonder when they will get objectively better than the original"
1462,ham,What about the box? Pretty sure the real one is as expensive as the replica.
1463,ham,wow that's disturbing impressive .-.
1464,ham,"For this particular replica, the crown isn't as flush with the case as the real."
1465,ham,Progression of the superfakes combined with the Horology House debacle has pretty much ended 'buy the seller' for collector to collector sales.
1466,ham,"what if someone buys this , then buy real patek minute hand. Put it on the watch, how can you tell then?"
1467,ham,I want that replica !
1468,ham,Replica looks very fake 😂
1469,ham,But neither say bagelsport on the dial
1470,ham,Does the fake keep time as the real one ?
1471,ham,It’d be really interesting to see a Panerai super clone vs the real one. It’s been known on the replica market that certain PAM models are so indistinguishable that they’re deemed NWBIG (not worth buying in gen). That’ll be an cool comparison to see!
1472,ham,i think the left one is real
1473,ham,"In terms of design, the nautilus is fairly easy to replicate with inferior materials."
1474,ham,"60,000 euros for the Patek, an old design, it's preposterous.  Grossly overpriced by every measure."
1475,ham,Where I can buy that replica :)
1476,ham,I hope soon people who can produce such things at such prices will find great partners to launch authentic brands. Kudos to their craftsmanship.
1477,ham,Scary
1478,ham,"Bring a strong loupe I guess.   On the fake, the bracelet has a rougher edge between links visible when you were asking us to pick which is which.  You are right, the finishing of the hands is probably the best place to look (for now)."
1479,ham,Manicure....Just saying
1480,ham,"Very good video, Jenni. I have had several fakes and have moved to genuine pieces myself, but am familiar with a lot of this information having been an active member on the replica forums for many years. I am sure that there are some tells in the bracelet as well, if you care to look."
1481,ham,"59500€ more, i pit the people who own the gen watch."
1482,ham,"Hi Jenni, have you ever heard the saying ""never ask a question you already do not know the answer to?"" Well, who makes most of these fakes? I thought so. The solution is, countries that elect their leaders should only have diplomatic relations with the same. No exceptions. How much money is being lost here, out of control?"
1483,ham,left authentic
1484,spam,500 euro is still expensive
1485,ham,"@4:40, the hands definitely have grime on them. That would be unacceptable if I were to spend that much on a watch!"
1486,ham,Dare I ask where to buy a replica watch of this quality?
1487,ham,The one on the left is real....I think!
1488,ham,"Left one, is authentic"
1489,ham,Enchanting.
1490,ham,Were can I get the fake one from
1491,ham,Its so easy to clone a Patek Nautilus
1492,ham,You wouldn’t be able to tell the difference if you don’t have a reference model !
1493,ham,".. macht ihr beiden nun identische Videos? Einmal englisch, einmal deutsch? 🧐"
1494,ham,"The free sprung balance is clearly visible in the real Nautilus and missing in the fake. Also, the hairspring in the fake does not have the Breguet overcoil. These are the most obvious differences and you should have mentioned them. Instead you talked forever about minor cosmetic differences. Why?"
1495,ham,So did you just use someone else's video and not made your own.
1496,ham,"I really like your videos. These type, showing us the fake vs real, are spectacular. I want you to know that first. I have just found your channel and even though I will never ever be able to afford even a $6000 Rolex, I will continue to watch your channel and enjoy the knowledge you have about all of these spectacular pieces of art that are worn on a wrist and tell you the time as a bonus."
1497,ham,replicas is getting so damn close that it's disgusting.
1498,ham,I do not like replica watches and would never buy one. But I’m askin myself if the difference is really worth about 59.500 EUR 🤔
1499,ham,"I'm surprised that the sides of the hands on the authentic watch still have the striations from being stamped out, You would think on a watch that expensive they would have polished them out."
1500,ham,It is just as well that A)I don't like the design and B)I couldn't afford either of them...............
1501,ham,Why do you keep make video like this? you just give them visibility...a paid advertise?
1502,ham,The one on the left is the real one.
1503,ham,Isn't it shameful to wear a 60k watch while 700 million people live on under $2 per day
1504,ham,YAY bye-bye Urban Gentry!! Someone give Urban Gentry the fake nautilus because Tristano is fake as hell and only wants the cool stuff because he doesn't know much about watches hence why he promotes Squale. Keep exposing anything fake Jenni
1505,ham,Left = Real / Right = Fake
1506,ham,"The lettering  revealled the fake one. But it is incredible how fake watches are getting better and better....dangerous place to be in ... the dark side of horologyi! Great video, Jenni!"
1507,ham,the crown is such a dead giveaway and I haven't even clicked play on the video.
1508,ham,"Here is a description from the site where this fake model is being sold ($498.00). I quote in full, but without photos. By the way, the photos of the mechanism of the fake instance completely coincide with your video: 
""NAUTILUS JUMBO 5711 SUPER REPLICATION PPF V3 1:1 BEST EDITION GRAY TEXTURED DIAL ON SS BRACELET PPF324"
1509,ham,so where can i get a good super fake like this one??
1510,ham,"If you buy watches for others, the fake one is a very god choice 
If you buy watches for yourself, original watches is the way to go"
1511,ham,"Now that you have said it out, the next ten replicas will have better finished hands lol. If the replica manufacturers who make this good watches cube up with an original design and sell it, I’m sure people would buy it. I would rather sport a decent original watch from an obscure brand than a replica."
1512,ham,Scary how fakes have improved 😬
1513,ham,Five hundred euros for the fake? I'd better start saving.
1514,ham,You’re not a YouTube channel unless you do a fake vs real watch video. Congratulations you passed.
1515,ham,Meh. Nobody really cares. You ask most people what movements their watch posses and they don't know. Ask for the time and they will give you the right time. So who cares?  Buy from an authentic dealer and that is it.
1516,ham,These videos just encourage people to buy fakes....
1517,ham,How many people can tell when its on someone's wrist?
1518,ham,"That’s not even one of the best fakes out there, there are 5711s available that are the exact same thickness and most of those tells you’ve shown are not applicable. Real Pateks are beautiful but no where near the valuation they charge they’re a nice 8-9k watch which is what they should be sold for."
1519,ham,I thought the left one was fake.
1520,ham,"The real question is, if Chinese fake manufacturers are capable of creating this level of quality, why not put that to work in their own brand?"
1521,ham,"It's an ugly, cheesy watch, authentic or not."
1522,ham,"The funny things is that there is more fake 5711 out there than the real ones. Also consider this, if someone could make a fake Nautilus that is in such good quality for 500 euros, What has Patek been doing for 25000 eruo?"
1523,ham,A counterfeit is not a replica.
1524,ham,I think the right one was the fake
1525,ham,Trying to understand the purpose of this video. Glorifying this insidious trade isn't cool. Counterfeiters should be locked up and buyers need to look in the mirror and reevaluate their life.
1526,ham,"Its quite easy to see the difference between the 2020 Patek movement and the 2020 Replica, there is a feather like wheel with tiny branches in the Patek that looks like its nano engineered with advanced manufacturing processes. Doubt any replica can produce it at a profitable price."
1527,ham,It’s good that you do fakes videos.  They are  getting better.  I use ADs or go through someone I know.  Buying on eBay must be scary (I don’t think I could do it).  Good video.
1528,ham,"Why are these people giving air time to illegal, copyright infringing replicas?"
1529,ham,A friend of a friend asked where the fake one is available...
1530,ham,The one on the Right is fake. Hope im right.
1531,ham,Why do you say “replica” when the correct term is “counterfeit”?
1532,ham,The one on the right is fake
1533,ham,"Still wishing you’d do some videos on some $1,000-2000 watches if you like any brands and models in this range or have in the past."
1534,ham,"I'm surprised that watch experts are""surprised"" at the accuracy of these reps.  They've been very accurate for 15 years that I know of"
1535,ham,"It seems like the people who made the fake have the resources to make a decent watch, why not just make it unique and sell if for €500?"
1536,ham,Where do people buy those fakes? Online or when they travel to asia?
1537,ham,The crown guard on the fake is way too short...
1538,ham,I want that replica !
1539,ham,Great channel Jenni but less 'real vs fake' videos please. They are the most boring and least relevant type of videos watch channels put out. More reviews or watch commentary videos please!
1540,ham,Plot Twist : It was a Fake Jenni doing the video today.
1541,ham,in your left had is authentic in your right hand is a fake.
1542,ham,"I would never ever buy or even accept from somebody a fake anything.. but let’s be serious for a second here.. how are they creating a fake to such a high high degree for such a low low price?? Then somehow, the real watch’s $60K price is justified????"
1543,ham,The way the world was going at the moment  I would  be happy to pay €600 for the fake  that omg €60.000   i know people  r not going to like what I said    you get one life so live it  at his moment in the world
1544,ham,"60.000€ for what!?
While there are sheep there will be wool..."
1545,ham,"Don't like either watches real or fake. Don't know why people are drooling over these. A Chopard watch is way more beautiful, or simple Rolex date just gold and steel."
1546,ham,China has faked everything superbly except humans. They didn't replicate that....yet.
1547,ham,"the original one is over price, definitely not worthy to buy 👎"
1548,ham,Can't wait for the day that these luxury brands go out of business by clones. No excuse for a watch to cost more than $1000 unless it can save your life.
1549,ham,"I got deep into high-end replicas for a few years, and I must say - the replica world and the people that converse on the forums are more real and authentic than the ""real watch"" community IMO. The guys I imported from gave better service than my AD too. That being said - I could easily afford just about any watch at that time (because I wasn't dropping hundreds of thousands of dollars on watches, to begin with). I invested that money in Tesla, and well - things worked out. I have purchased several real high-end watches since (Ressence and others), and to be honest, I have several replicas that I prefer over my high-end watches. "
